Game Number,Runs Scored,Inning Data,Player Stats
610,12,"[{:hits=>6, :runs=>5}, {:hits=>2, :runs=>0}, {:hits=>5, :runs=>3}, {:hits=>0, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>4, :runs=>2}, {:hits=>3, :runs=>2}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>4, :hr=>2, :ab=>3}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>2, :hr=>1, :ab=>3}, ""Bergan, Derek""=>{:singles=>2, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>3}, ""Louw, Johan""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Campbell, Matthew""=>{:singles=>1, :doubles=>1, :triples=>1, :rbi=>1, :hr=>0, :ab=>4}, ""Walker, Quinn""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>5}, ""Warner, Tim""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Hartman, April""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}}"
611,20,"[{:hits=>4, :runs=>3}, {:hits=>0, :runs=>0}, {:hits=>7, :runs=>6}, {:hits=>7, :runs=>6}, {:hits=>7, :runs=>5}, {:hits=>3, :runs=>0}, {:hits=>1, :runs=>0}]","{""Thomas, Zach""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>3, :hr=>2, :ab=>5}, ""Wickham, Will""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>4}, ""Whitacre, Paul""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Bergan, Derek""=>{:singles=>0, :doubles=>1, :triples=>2, :rbi=>3, :hr=>0, :ab=>3}, ""Louw, Johan""=>{:singles=>1, :doubles=>2, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>2, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Skrezyna, Dan""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}}"
612,17,"[{:hits=>0, :runs=>0}, {:hits=>0, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>13, :runs=>13}, {:hits=>0, :runs=>0}, {:hits=>5, :runs=>4}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>4, :hr=>1, :ab=>3}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Whitacre, Paul""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Bergan, Derek""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>3, :hr=>1, :ab=>4}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>4}, ""Campbell, Matthew""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>3, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}}"
613,10,"[{:hits=>3, :runs=>2}, {:hits=>0, :runs=>0}, {:hits=>3, :runs=>1}, {:hits=>3, :runs=>2}, {:hits=>5, :runs=>5}, {:hits=>2, :runs=>0}, {:hits=>0, :runs=>0}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Wickham, Will""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Bergan, Derek""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Louw, Johan""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Skrezyna, Dan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Warner, Tim""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>2}, ""Gonnella, Chris""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>2, :hr=>1, :ab=>2}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}}"
614,9,"[{:hits=>1, :runs=>1}, {:hits=>4, :runs=>2}, {:hits=>5, :runs=>2}, {:hits=>0, :runs=>0}, {:hits=>6, :runs=>4}, {:hits=>2, :runs=>0}, {:hits=>2, :runs=>0}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>1, :hr=>1, :ab=>5}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Bergan, Derek""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Louw, Johan""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Campbell, Matthew""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Walker, Quinn""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>2, :hr=>0, :ab=>2}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Stolker, Joscelyn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Warner, Tim""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Gonnella, Chris""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Hartman, April""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>2}}"
615,15,"[{:hits=>9, :runs=>7}, {:hits=>5, :runs=>3}, {:hits=>6, :runs=>3}, {:hits=>2, :runs=>0}, {:hits=>4, :runs=>2}, {:hits=>0, :runs=>0}, {:hits=>1, :runs=>0}]","{""Thomas, Zach""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Wickham, Will""=>{:singles=>2, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>0, :doubles=>1, :triples=>1, :rbi=>3, :hr=>0, :ab=>3}, ""Louw, Johan""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>3, :hr=>2, :ab=>4}, ""Campbell, Matthew""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>3, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}}"
616,16,"[{:hits=>4, :runs=>2}, {:hits=>1, :runs=>0}, {:hits=>6, :runs=>5}, {:hits=>2, :runs=>1}, {:hits=>5, :runs=>3}, {:hits=>2, :runs=>1}, {:hits=>5, :runs=>4}]","{""Thomas, Zach""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>2, :hr=>0, :ab=>3}, ""Wickham, Will""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>3, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>2, :hr=>1, :ab=>3}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>5}, ""Walker, Quinn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>3, :hr=>1, :ab=>3}, ""Gonnella, Chris""=>{:singles=>1, :doubles=>2, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}}"
617,15,"[{:hits=>1, :runs=>0}, {:hits=>3, :runs=>1}, {:hits=>4, :runs=>1}, {:hits=>7, :runs=>5}, {:hits=>1, :runs=>0}, {:hits=>3, :runs=>2}, {:hits=>8, :runs=>6}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>2, :hr=>1, :ab=>3}, ""Wickham, Will""=>{:singles=>0, :doubles=>2, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>5}, ""Louw, Johan""=>{:singles=>0, :doubles=>1, :triples=>1, :rbi=>3, :hr=>0, :ab=>3}, ""Campbell, Matthew""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}}"
618,15,"[{:hits=>3, :runs=>2}, {:hits=>0, :runs=>0}, {:hits=>11, :runs=>10}, {:hits=>2, :runs=>0}, {:hits=>0, :runs=>0}, {:hits=>2, :runs=>2}, {:hits=>2, :runs=>1}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>2, :hr=>0, :ab=>4}, ""Wickham, Will""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>2, :hr=>1, :ab=>3}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>1, :ab=>3}, ""Bergan, Derek""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>4, :hr=>2, :ab=>3}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>4}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Walker, Quinn""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>5}, ""Stolker, Joscelyn""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Warner, Tim""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>2}, ""Gonnella, Chris""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>2, :hr=>1, :ab=>2}, ""Brittany, Haley""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}}"
619,13,"[{:hits=>2, :runs=>1}, {:hits=>1, :runs=>0}, {:hits=>4, :runs=>2}, {:hits=>4, :runs=>4}, {:hits=>2, :runs=>0}, {:hits=>0, :runs=>0}, {:hits=>7, :runs=>6}]","{""Thomas, Zach""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Wickham, Will""=>{:singles=>2, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>4, :hr=>1, :ab=>3}, ""Bergan, Derek""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>3, :hr=>1, :ab=>3}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>1, :ab=>4}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Warner, Tim""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Brittany, Haley""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}}"
620,7,"[{:hits=>1, :runs=>0}, {:hits=>3, :runs=>1}, {:hits=>2, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>5, :runs=>4}, {:hits=>3, :runs=>1}, {:hits=>2, :runs=>1}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>1, :ab=>4}, ""Wickham, Will""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>0, :triples=>1, :rbi=>3, :hr=>1, :ab=>3}, ""Bergan, Derek""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>4}, ""Louw, Johan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Walker, Quinn""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Skrezyna, Dan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Warner, Tim""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}}"
621,14,"[{:hits=>2, :runs=>1}, {:hits=>5, :runs=>3}, {:hits=>4, :runs=>2}, {:hits=>6, :runs=>3}, {:hits=>5, :runs=>4}, {:hits=>2, :runs=>0}, {:hits=>3, :runs=>1}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>5, :hr=>2, :ab=>4}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>1, :doubles=>1, :triples=>1, :rbi=>1, :hr=>0, :ab=>4}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>5}, ""Campbell, Matthew""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>3, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}}"
622,3,"[{:hits=>0, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>3, :runs=>1}, {:hits=>0, :runs=>0}, {:hits=>1, :runs=>0}, {:hits=>2, :runs=>0}, {:hits=>3, :runs=>2}]","{""Thomas, Zach""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Wickham, Will""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Whitacre, Paul""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Campbell, Matthew""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Walker, Quinn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Skrezyna, Dan""=>{:singles=>0, :doubles=>2, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}, ""Stolker, Joscelyn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>2}, ""Warner, Tim""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Gonnella, Chris""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>2}, ""Brittany, Haley""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>1}}"
623,15,"[{:hits=>0, :runs=>0}, {:hits=>7, :runs=>5}, {:hits=>4, :runs=>2}, {:hits=>1, :runs=>0}, {:hits=>1, :runs=>0}, {:hits=>4, :runs=>3}, {:hits=>7, :runs=>5}]","{""Thomas, Zach""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>3, :hr=>0, :ab=>3}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Whitacre, Paul""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>5}, ""Bergan, Derek""=>{:singles=>1, :doubles=>1, :triples=>0, :rbi=>2, :hr=>1, :ab=>4}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>1, :hr=>0, :ab=>3}, ""Campbell, Matthew""=>{:singles=>0, :doubles=>2, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Skrezyna, Dan""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Warner, Tim""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>0, :doubles=>1, :triples=>0, :rbi=>1, :hr=>0, :ab=>2}}"
624,18,"[{:hits=>4, :runs=>3}, {:hits=>2, :runs=>1}, {:hits=>4, :runs=>3}, {:hits=>0, :runs=>0}, {:hits=>7, :runs=>5}, {:hits=>4, :runs=>2}, {:hits=>6, :runs=>4}]","{""Thomas, Zach""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>2, :hr=>1, :ab=>3}, ""Wickham, Will""=>{:singles=>1, :doubles=>0, :triples=>1, :rbi=>0, :hr=>0, :ab=>4}, ""Whitacre, Paul""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>3}, ""Bergan, Derek""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>2, :hr=>1, :ab=>4}, ""Louw, Johan""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>2, :hr=>1, :ab=>4}, ""Campbell, Matthew""=>{:singles=>1, :doubles=>1, :triples=>1, :rbi=>0, :hr=>0, :ab=>3}, ""Walker, Quinn""=>{:singles=>1, :doubles=>1, :triples=>1, :rbi=>3, :hr=>0, :ab=>3}, ""Skrezyna, Dan""=>{:singles=>0, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Stolker, Joscelyn""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>4}, ""Warner, Tim""=>{:singles=>3, :doubles=>0, :triples=>0, :rbi=>0, :hr=>0, :ab=>3}, ""Gonnella, Chris""=>{:singles=>2, :doubles=>1, :triples=>0, :rbi=>3, :hr=>0, :ab=>3}, ""Brittany, Haley""=>{:singles=>1, :doubles=>0, :triples=>0, :rbi=>1, :hr=>0, :ab=>3}, ""Hartman, April""=>{:singles=>2, :doubles=>0, :triples=>0, :rbi=>2, :hr=>0, :ab=>4}}"
